model,type,composition,similarity,compsim,layer,pearsoncor,spearman
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_joint,EucF_joint,0,0.45780016571319493,0.45194458961486816
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_joint,EucF_joint,1,0.4916576696244347,0.4860280156135559
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_joint,EucF_joint,2,0.4956539797065462,0.4877721965312958
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_joint,EucF_joint,3,0.4762005025955276,0.46361976861953735
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_joint,EucF_joint,4,0.5453784282754713,0.5356836915016174
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_joint,EucF_joint,5,0.5866392173669411,0.5747466087341309
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_joint,EucF_joint,6,0.6369543954250453,0.6287938356399536
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_joint,EucF_joint,7,0.6584082305687265,0.6502919793128967
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_joint,EucF_joint,8,0.6899599387422287,0.6852891445159912
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_joint,EucF_joint,9,0.7248309246028591,0.7221599221229553
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_joint,EucF_joint,10,0.7558987062309227,0.753861129283905
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_joint,EucF_joint,11,0.7987370005127761,0.7940045595169067
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_joint,EucF_joint,12,0.8339351876958762,0.8313258290290833
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_inf,EucF_inf,0,0.42951129638509455,0.42693695425987244
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_inf,EucF_inf,1,0.4494182640500228,0.44636452198028564
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_inf,EucF_inf,2,0.43651356469961444,0.4319261610507965
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_inf,EucF_inf,3,0.41783302501268116,0.41102147102355957
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_inf,EucF_inf,4,0.4688717787338881,0.46168604493141174
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_inf,EucF_inf,5,0.5020270289313111,0.4938734173774719
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_inf,EucF_inf,6,0.5328585328070703,0.5246541500091553
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_inf,EucF_inf,7,0.5370886239468482,0.5279989242553711
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_inf,EucF_inf,8,0.5746205602910823,0.5649174451828003
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_inf,EucF_inf,9,0.6253345893908754,0.6162590980529785
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_inf,EucF_inf,10,0.6718199218466999,0.664472222328186
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_inf,EucF_inf,11,0.7425690532352978,0.7400608658790588
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_inf,EucF_inf,12,0.7117347792836738,0.7095889449119568
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,0,0.11595213734678524,0.1260436773300171
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,1,0.11049860701148378,0.14258228242397308
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,2,0.10715541106964935,0.13835550844669342
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,3,0.11394420828448018,0.12566091120243073
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,4,0.1344152024424676,0.16238020360469818
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,5,0.15909863337143068,0.17463216185569763
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,6,0.18862930759954338,0.21945394575595856
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,7,0.1999681933334769,0.22465473413467407
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,8,0.2240032842732035,0.25747185945510864
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,9,0.2565841469200258,0.2862396240234375
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,10,0.31052888415867413,0.31235644221305847
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,11,0.392200598596189,0.4233473539352417
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,12,0.605187767402346,0.6301204562187195
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,0,0.3497741802992327,0.3507397472858429
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,1,0.3750188437274096,0.37613266706466675
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,2,0.3097095473711526,0.3116094768047333
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,3,0.27170060655529454,0.26864245533943176
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,4,0.3541074172565732,0.3474299907684326
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,5,0.3874566928573043,0.37856125831604004
